id_order;reference;id_customer;total_paid;payment;current_state;date_add
8326;ZXXHCUPFD;44464;60802.000000;"Pagos por transferencia bancaria";4;"2025-06-17 22:56:46"
8325;AINBEPUTW;44462;167400.000000;"Webpay Plus REST";4;"2025-06-17 22:26:24"
8324;OVXJZRLSI;44463;102200.000000;"Webpay Plus REST";4;"2025-06-17 22:21:24"
8323;KRIHYEOHI;16367;125600.000000;"Webpay Plus REST";4;"2025-06-17 21:45:46"
8322;PJMWBRAVQ;43069;103800.000000;"Webpay Plus REST";4;"2025-06-17 20:46:14"
8321;KVCDXODAD;43069;103800.000000;"Pagos por transferencia bancaria";6;"2025-06-17 20:40:38"
8320;FNVFDTZZQ;44460;123800.000000;"Webpay Plus REST";4;"2025-06-17 18:05:21"
8319;UZVLRNRBV;30156;102200.000000;"Webpay Plus REST";4;"2025-06-17 17:43:26"
8318;IEIIKADJA;43701;52200.000000;"Webpay Plus REST";4;"2025-06-17 16:56:49"
8317;JZPQABEZU;42007;109100.000000;"Webpay Plus REST";4;"2025-06-17 15:21:22"
8316;QJAGNRSRI;16887;101600.000000;"Webpay Plus REST";4;"2025-06-17 13:42:29"
8315;WYYAKSKEZ;11182;159400.000000;"Webpay Plus REST";4;"2025-06-17 13:21:44"
8314;IIVAXTEBD;44456;53800.000000;"Webpay Plus REST";4;"2025-06-17 13:18:17"
8313;NXLYUYEKW;17377;59635.000000;"Webpay Plus REST";4;"2025-06-17 11:01:56"
8312;GQHAQLQMW;41854;102800.000000;"Webpay Plus REST";4;"2025-06-17 10:30:46"
8311;NDPKPAZUO;44096;129700.000000;"Webpay Plus REST";4;"2025-06-17 10:29:22"
8310;DIOEXJYQG;44457;145900.000000;"Webpay Plus REST";4;"2025-06-17 10:24:42"
8309;WIZEDMKQH;42222;113900.000000;"Pagos por transferencia bancaria";4;"2025-06-17 00:24:54"
8308;VLDTBHUHH;43789;174100.000000;"Pagos por transferencia bancaria";4;"2025-06-16 23:59:43"
8307;XZHCOGMAW;31105;275600.000000;"Webpay Plus REST";4;"2025-06-16 22:58:00"
8306;BIHKUUXXI;28723;66044.000000;"Webpay Plus REST";4;"2025-06-16 22:25:02"
8305;TWZQJMOBP;37055;102100.000000;"Webpay Plus REST";4;"2025-06-16 21:53:38"
8304;XNFCZRMGR;13109;58840.000000;"Webpay Plus REST";4;"2025-06-16 21:04:27"
8303;ILDGDBWNE;44450;58035.000000;"Webpay Plus REST";4;"2025-06-16 17:10:07"
8302;EJSGDGEVS;44447;59715.000000;"Webpay Plus REST";4;"2025-06-16 09:56:51"
8301;CMMPMKZJU;44447;54300.000000;"Pagos por transferencia bancaria";6;"2025-06-16 09:47:57"
8300;WYNVTTOCQ;22666;101500.000000;"Pagos por transferencia bancaria";4;"2025-06-16 09:11:31"
8299;YVBLZODGB;43729;186800.000000;"Webpay Plus REST";4;"2025-06-16 06:00:25"
8298;TGACBDVES;12931;138500.000000;"Webpay Plus REST";4;"2025-06-16 02:49:43"
8297;IJEOBFLBK;40752;100500.000000;"Webpay Plus REST";4;"2025-06-16 00:55:22"
8296;HFMGIDTDT;44422;181600.000000;"Webpay Plus REST";4;"2025-06-15 23:29:56"
8295;QVUICITPV;18288;145200.000000;"Webpay Plus REST";4;"2025-06-15 23:27:41"
8294;UXXHDJWZU;44442;104000.000000;"Pagos por transferencia bancaria";4;"2025-06-15 21:36:04"
8293;ZDRQEFXBE;44443;61300.000000;"Webpay Plus REST";4;"2025-06-15 21:16:51"
8292;YRFSSHLQQ;44437;62835.000000;"Webpay Plus REST";4;"2025-06-15 20:40:57"
8291;HPZBBWELV;43613;91559.000000;"Webpay Plus REST";4;"2025-06-15 13:21:54"
8290;FNNGPIBZU;39396;69300.000000;"Webpay Plus REST";4;"2025-06-15 12:34:28"
8289;ITLUZATGW;29125;117300.000000;"Webpay Plus REST";4;"2025-06-15 11:57:14"
8288;RHQBTWUVK;42126;61830.000000;"Webpay Plus REST";4;"2025-06-14 17:01:49"
8287;AAACLZOTJ;11809;122100.000000;"Webpay Plus REST";4;"2025-06-14 16:30:32"
8286;MDZGKVWBA;44432;58735.000000;"Webpay Plus REST";4;"2025-06-14 16:29:10"
8285;WLPVGBDCT;33627;188600.000000;"Webpay Plus REST";4;"2025-06-14 15:21:37"
8284;ALGPBFWAP;39182;59154.000000;"Webpay Plus REST";4;"2025-06-14 10:51:40"
8283;BFWYMWLQE;44431;299500.000000;"Pagos por transferencia bancaria";10;"2025-06-14 04:44:32"
8282;OHYYXQQFE;44429;185300.000000;"Webpay Plus REST";4;"2025-06-13 23:01:15"
8281;JVTAOHHNK;44016;63430.000000;"Pagos por transferencia bancaria";4;"2025-06-13 15:38:28"
8280;MPWHAKPSO;44424;56969.000000;"Webpay Plus REST";4;"2025-06-13 15:19:51"
8279;VHCVLWEIV;44423;57335.000000;"Webpay Plus REST";4;"2025-06-13 15:07:03"
8278;FSHVERSNA;42126;68730.000000;"Webpay Plus REST";4;"2025-06-13 14:48:18"
8277;DELQFZUDP;38933;115400.000000;"Webpay Plus REST";4;"2025-06-13 11:16:32"
8276;XXGOMFEMY;26416;196000.000000;"Webpay Plus REST";4;"2025-06-13 11:09:02"
8275;ZBTZDHCYG;13002;186800.000000;"Webpay Plus REST";4;"2025-06-13 05:47:18"
8274;AVSFYFZPQ;42221;78861.000000;"Webpay Plus REST";4;"2025-06-13 05:04:53"
8273;CXQNFZTNA;43168;73500.000000;"Webpay Plus REST";4;"2025-06-13 00:17:23"
8272;KJCLGIVDT;41874;60963.000000;"Webpay Plus REST";4;"2025-06-13 00:01:46"
8271;EGGHPFMBI;38202;104000.000000;"Webpay Plus REST";4;"2025-06-12 20:10:30"
8270;RBDDLAZDO;44415;72348.000000;"Webpay Plus REST";4;"2025-06-12 19:38:07"
8269;BGPZZRAJZ;26859;225000.000000;"Webpay Plus REST";4;"2025-06-12 15:35:39"
8268;AFPXKXURL;4911;116000.000000;"Webpay Plus REST";4;"2025-06-12 12:43:36"
8267;GWQOWUIJT;42177;172500.000000;"Webpay Plus REST";4;"2025-06-12 12:29:33"
8266;MAORWWEWC;43074;121400.000000;"Pagos por transferencia bancaria";4;"2025-06-12 10:25:05"
8265;IAALKXZVX;44407;61848.000000;"Webpay Plus REST";4;"2025-06-11 23:06:56"
8264;LJJHQOVBK;16301;288700.000000;"Pagos por transferencia bancaria";4;"2025-06-11 22:34:38"
8263;FBBGEOJCJ;44409;166400.000000;"Webpay Plus REST";4;"2025-06-11 22:11:00"
8262;QCPIPYKTL;17509;248700.000000;"Webpay Plus REST";4;"2025-06-11 20:19:39"
8261;NOMVHIHXE;22584;60848.000000;"Webpay Plus REST";4;"2025-06-11 18:13:35"
8260;AHCBTYNHO;17114;56515.000000;"Webpay Plus REST";4;"2025-06-11 17:12:01"
8259;OCMMWGORO;44404;56800.000000;"Webpay Plus REST";4;"2025-06-11 14:00:55"
8258;PZXGGZNUQ;44403;64092.000000;"Webpay Plus REST";4;"2025-06-11 11:49:59"
8257;ECISLWZWZ;44397;58381.000000;"Webpay Plus REST";4;"2025-06-11 11:20:03"
8256;RFUDUFJNN;14929;189400.000000;"Webpay Plus REST";4;"2025-06-11 10:24:11"
8255;HYTCXTIWE;4859;129800.000000;"Webpay Plus REST";4;"2025-06-11 08:32:39"
8254;RVWMBZOUT;44393;54700.000000;"Webpay Plus REST";4;"2025-06-10 23:44:59"
8253;KWDFKLNJB;44395;59148.000000;"Webpay Plus REST";4;"2025-06-10 23:38:34"
8252;IXVCBJPZC;39873;108300.000000;"Pagos por transferencia bancaria";6;"2025-06-10 23:37:52"
8251;EEDQSNUXN;41985;142500.000000;"Pagos por transferencia bancaria";6;"2025-06-10 22:52:01"
8250;BRXQJPIDY;44323;58600.000000;"Pagos por transferencia bancaria";6;"2025-06-10 22:25:38"
8249;HGUUMBPQZ;44131;55300.000000;"Webpay Plus REST";4;"2025-06-10 18:15:32"
8248;KSXAOJIPC;11280;150100.000000;"Webpay Plus REST";4;"2025-06-10 18:04:56"
8247;PBUWLCBMP;44388;63321.000000;"Webpay Plus REST";4;"2025-06-10 17:39:55"
8246;EXHSCNIQE;44391;100248.000000;"Webpay Plus REST";4;"2025-06-10 17:35:49"
8245;AGDICBDEV;44012;109600.000000;"Webpay Plus REST";4;"2025-06-10 17:28:57"
8244;MTZQXLOFF;33271;102000.000000;"Webpay Plus REST";4;"2025-06-10 16:40:43"
8243;CYUBGKPLI;44389;59912.000000;"Webpay Plus REST";4;"2025-06-10 15:59:17"
8242;SFIAMTGJI;44317;61240.000000;"Webpay Plus REST";4;"2025-06-10 15:57:14"
8241;ENEVCQXTM;44389;59912.000000;"Pagos por transferencia bancaria";6;"2025-06-10 15:53:28"
8240;YNDFHDPJR;31328;107700.000000;"Webpay Plus REST";4;"2025-06-10 15:24:56"
8239;AXABRYITP;44390;103900.000000;"Webpay Plus REST";4;"2025-06-10 15:22:22"
8238;LVWIRKIBP;27373;135400.000000;"Webpay Plus REST";4;"2025-06-10 12:44:44"
8237;POXJDBCGO;44039;118800.000000;"Webpay Plus REST";4;"2025-06-10 12:20:33"
8236;ROICMNSCT;44128;58269.000000;"Webpay Plus REST";4;"2025-06-10 09:58:41"
8235;RVYXYGXHH;39008;371900.000000;"Pagos por transferencia bancaria";6;"2025-06-10 09:20:31"
8234;RCCQYALXC;31105;172600.000000;"Pagos por transferencia bancaria";4;"2025-06-10 08:30:15"
8233;XVOPYKQSD;40542;656200.000000;"Webpay Plus REST";4;"2025-06-10 07:49:17"
8232;AHCNJBNJZ;44383;116150.000000;"Webpay Plus REST";4;"2025-06-10 01:22:17"
8231;YGHKTWKFJ;23766;227440.000000;"Webpay Plus REST";4;"2025-06-10 00:54:15"
8230;ZQCQWJNYV;16143;116270.000000;"Webpay Plus REST";4;"2025-06-10 00:40:46"
8229;JAKZBZIUF;13572;127900.000000;"Webpay Plus REST";4;"2025-06-10 00:40:31"
8228;LLPXUMNBS;44365;100090.000000;"Webpay Plus REST";4;"2025-06-09 23:57:29"
8227;XXXRFUIYM;38563;104310.000000;"Webpay Plus REST";4;"2025-06-09 23:29:16"
8226;UIWGCQETF;42987;109690.000000;"Webpay Plus REST";4;"2025-06-09 23:12:22"
8225;GILKZTCGW;43003;100840.000000;"Webpay Plus REST";4;"2025-06-09 23:00:48"
8224;ZZFFOQCTG;34629;74800.000000;"Webpay Plus REST";4;"2025-06-09 22:59:42"
8223;NWEBMPCSC;42836;106030.000000;"Webpay Plus REST";4;"2025-06-09 22:41:16"
8222;BQXOXLQOO;41533;63638.000000;"Webpay Plus REST";4;"2025-06-09 22:12:01"
8221;VEJOIQDGL;40513;52500.000000;"Webpay Plus REST";4;"2025-06-09 22:09:29"
8220;UELXOOGNX;44260;71440.000000;"Webpay Plus REST";4;"2025-06-09 21:46:16"
8219;SLHOJIAWM;1126;118730.000000;"Webpay Plus REST";4;"2025-06-09 21:36:58"
8218;EGTRHHTFT;37196;339890.000000;"Webpay Plus REST";4;"2025-06-09 21:15:55"
8217;QSOVGFVVQ;44376;155660.000000;"Pagos por transferencia bancaria";4;"2025-06-09 21:14:35"
8216;BVGDFAHEF;39396;67500.000000;"Webpay Plus REST";4;"2025-06-09 20:07:32"
8215;VIJMJEBNU;44368;65280.000000;"Webpay Plus REST";4;"2025-06-09 20:02:04"
8214;EGZRRZRUW;44378;70920.000000;"Webpay Plus REST";4;"2025-06-09 19:54:42"
8213;VNDYBPBGJ;27596;162210.000000;"Webpay Plus REST";4;"2025-06-09 19:44:19"
8212;NZUSOAOSU;43917;50560.000000;"Webpay Plus REST";4;"2025-06-09 19:34:21"
8211;JUVYDIFYT;19189;195800.000000;"Webpay Plus REST";4;"2025-06-09 19:21:07"
8210;BBPHDOBIV;15951;299800.000000;"Webpay Plus REST";4;"2025-06-09 18:09:45"
8209;KHJNGAHBF;24859;65299.000000;"Webpay Plus REST";4;"2025-06-09 17:17:57"
8208;APVECXMZC;28385;128200.000000;"Webpay Plus REST";4;"2025-06-09 16:47:52"
8207;GCXSBPNAB;15670;128250.000000;"Webpay Plus REST";4;"2025-06-09 16:47:28"
8206;DDNPKDVUW;35352;100080.000000;"Webpay Plus REST";4;"2025-06-09 16:25:16"
8205;PIKSLGTTT;44370;129010.000000;"Webpay Plus REST";4;"2025-06-09 16:07:21"
8204;QVDAUGOLF;16654;250430.000000;"Webpay Plus REST";4;"2025-06-09 15:54:12"
8203;VUDDDLVAQ;44373;57695.000000;"Webpay Plus REST";4;"2025-06-09 14:41:51"
8202;WQXNMLHXY;44326;113210.000000;"Webpay Plus REST";4;"2025-06-09 14:41:15"
8201;OUJZHZTMQ;29515;264100.000000;"Webpay Plus REST";4;"2025-06-09 14:15:40"
8200;OVUFXAWXB;44372;81810.000000;"Webpay Plus REST";4;"2025-06-09 13:36:20"
8199;VBQHXESLN;40799;100570.000000;"Pagos por transferencia bancaria";4;"2025-06-09 13:28:59"
8198;JZJNFWIEM;44371;53560.000000;"Webpay Plus REST";4;"2025-06-09 13:18:31"
8197;PCKDQNNAO;26102;156710.000000;"Webpay Plus REST";4;"2025-06-09 12:59:07"
8196;EGPHFZBJV;39541;100010.000000;"Webpay Plus REST";4;"2025-06-09 12:56:26"
8195;TOOAPHTKB;18527;335560.000000;"Webpay Plus REST";4;"2025-06-09 12:09:35"
8194;XCDCLKCWW;44366;58385.000000;"Webpay Plus REST";4;"2025-06-09 11:36:54"
8193;LJBPSXPSP;44363;79299.000000;"Webpay Plus REST";4;"2025-06-09 11:03:12"
8192;EQMGMAGHD;44363;79299.000000;"Pagos por transferencia bancaria";6;"2025-06-09 10:59:54"
8191;SOPXCWRGQ;39906;60036.000000;"Webpay Plus REST";4;"2025-06-09 10:55:29"
8190;YNSKHLVCY;44362;63255.000000;"Pagos por transferencia bancaria";4;"2025-06-09 10:27:12"
8189;LCIYUOFYY;38216;144980.000000;"Webpay Plus REST";4;"2025-06-09 10:23:00"
8188;QFDJZRCBY;26356;375100.000000;"Webpay Plus REST";4;"2025-06-09 10:21:20"
8187;RWZVSRUSI;22748;100060.000000;"Pagos por transferencia bancaria";4;"2025-06-09 08:40:41"
8186;FCXFWUYPA;13561;177580.000000;"Webpay Plus REST";4;"2025-06-09 01:34:49"
8185;BXRJAMSBR;44359;101670.000000;"Pagos por transferencia bancaria";4;"2025-06-09 01:05:49"
8184;LBLKTTDWY;33533;137440.000000;"Webpay Plus REST";4;"2025-06-09 00:44:24"
8183;NCOUEHMXQ;42024;63700.000000;"Webpay Plus REST";4;"2025-06-09 00:25:29"
8182;SSVIGZJLV;29624;101690.000000;"Webpay Plus REST";4;"2025-06-09 00:11:00"
8181;HQRCEHXTE;30951;57905.000000;"Pagos por transferencia bancaria";4;"2025-06-08 23:48:18"
8180;ZXNFGJJXM;42540;112560.000000;"Webpay Plus REST";4;"2025-06-08 23:39:01"
8179;RWGWELCJM;16756;600540.000000;"Webpay Plus REST";4;"2025-06-08 23:07:00"
8178;BOPPXNSJD;12697;88964.000000;"Pagos por transferencia bancaria";4;"2025-06-08 23:03:26"
8177;PBKBGZFIZ;44355;225450.000000;"Webpay Plus REST";4;"2025-06-08 23:00:19"
8176;IHSUEZVUQ;44315;53010.000000;"Webpay Plus REST";4;"2025-06-08 22:49:49"
8175;RITJWXXEN;40928;125780.000000;"Webpay Plus REST";4;"2025-06-08 22:47:42"
8174;NQSBDTTIQ;44113;105480.000000;"Webpay Plus REST";4;"2025-06-08 22:32:16"
8173;FHEHHWXIW;11939;106080.000000;"Webpay Plus REST";4;"2025-06-08 22:10:32"
8172;GIYFNVFDH;38011;150460.000000;"Webpay Plus REST";4;"2025-06-08 21:16:13"
8171;JPAVJWSYP;31476;308920.000000;"Webpay Plus REST";4;"2025-06-08 21:08:34"
8170;QLHVKDQYA;44016;62790.000000;"Pagos por transferencia bancaria";4;"2025-06-08 20:55:44"
8169;GWPEDDFYH;28716;318300.000000;"Pagos por transferencia bancaria";10;"2025-06-08 19:58:23"
8168;DWERXFWUR;44348;62212.000000;"Webpay Plus REST";4;"2025-06-08 19:55:36"
8167;LOGVCYHIY;31988;50060.000000;"Webpay Plus REST";4;"2025-06-08 19:49:03"
8166;TCNWKUUOI;43175;106780.000000;"Webpay Plus REST";4;"2025-06-08 19:47:04"
8165;PNIXNVHIJ;15508;190220.000000;"Webpay Plus REST";4;"2025-06-08 19:20:01"
8164;NHOLJLUFD;13365;228340.000000;"Webpay Plus REST";4;"2025-06-08 19:01:50"
8163;GORNRCMPV;31988;50060.000000;"Pagos por transferencia bancaria";6;"2025-06-08 18:53:36"
8162;DJLMBQYMV;36404;446600.000000;"Pagos por transferencia bancaria";4;"2025-06-08 18:08:00"
8161;GKMOWNWVD;44342;58640.000000;"Webpay Plus REST";4;"2025-06-08 16:30:37"
8160;KATKCTEPM;44341;58462.000000;"Webpay Plus REST";4;"2025-06-08 15:59:11"
8159;DQSEJJGRT;32089;84475.000000;"Webpay Plus REST";4;"2025-06-08 15:37:17"
8158;AKLRRLJYF;43950;156810.000000;"Webpay Plus REST";4;"2025-06-08 14:32:22"
8157;PHGBBQGAK;30537;103670.000000;"Webpay Plus REST";4;"2025-06-08 14:17:46"
8156;DUPHEXECB;44337;52310.000000;"Webpay Plus REST";4;"2025-06-08 14:17:33"
8155;SPWVVMYXE;44336;61735.000000;"Webpay Plus REST";4;"2025-06-08 13:24:00"
8154;ASDOVRISD;33208;119720.000000;"Webpay Plus REST";4;"2025-06-08 12:21:14"
8153;EOUKMSAWF;43659;63247.000000;"Pagos por transferencia bancaria";4;"2025-06-08 09:52:53"
8152;RFLQLZKMA;20821;121960.000000;"Webpay Plus REST";4;"2025-06-08 09:21:16"
8151;OVDDWUKOY;12796;102100.000000;"Webpay Plus REST";4;"2025-06-08 09:00:44"
8150;ALHTWONNX;12796;329080.000000;"Webpay Plus REST";4;"2025-06-08 08:44:01"
8149;JQTVRSJMJ;19340;108800.000000;"Webpay Plus REST";4;"2025-06-08 02:05:03"
8148;ODUBCZKRH;44166;123780.000000;"Webpay Plus REST";4;"2025-06-08 01:49:18"
8147;OGXKRVGPI;43408;57983.000000;"Webpay Plus REST";4;"2025-06-08 00:06:44"
8146;IVBHFLJEM;19308;231310.000000;"Pagos por transferencia bancaria";4;"2025-06-07 23:32:46"
8145;MNGEHTFEF;30810;150450.000000;"Webpay Plus REST";4;"2025-06-07 23:25:19"
8144;KDRSAWEWL;28313;168720.000000;"Pagos por transferencia bancaria";6;"2025-06-07 21:43:57"
8143;FCAYXZFDQ;44093;58445.000000;"Webpay Plus REST";4;"2025-06-07 20:45:07"
8142;TNLNLJNMT;40412;102050.000000;"Pagos por transferencia bancaria";4;"2025-06-07 20:07:26"
8141;HSMBETIDZ;38273;98139.000000;"Webpay Plus REST";4;"2025-06-07 20:03:05"
8140;BCJZNZLOB;27816;62490.000000;"Webpay Plus REST";4;"2025-06-07 19:44:22"
8139;HGHBTJGQY;13218;435330.000000;"Webpay Plus REST";4;"2025-06-07 19:31:28"
8138;YOLBVQACR;44257;54500.000000;"Pagos por transferencia bancaria";4;"2025-06-07 18:22:34"
8137;FESAKJUVB;44321;107120.000000;"Webpay Plus REST";4;"2025-06-07 16:51:05"
8136;NJPOAPKFY;35644;101660.000000;"Pagos por transferencia bancaria";4;"2025-06-07 16:33:10"
8135;YPBMADHJG;20377;100410.000000;"Webpay Plus REST";4;"2025-06-07 16:25:54"
8134;QQIMMDKNZ;19898;103770.000000;"Pagos por transferencia bancaria";4;"2025-06-07 16:22:22"
8133;HXWEKPMMV;44321;109160.000000;"Webpay Plus REST";4;"2025-06-07 16:12:47"
8132;CFIASEMNJ;11562;102460.000000;"Webpay Plus REST";4;"2025-06-07 16:03:18"
8131;HCMBWWYTG;44321;106260.000000;"Webpay Plus REST";4;"2025-06-07 15:49:47"
8130;DSPOWAEKM;20296;186800.000000;"Webpay Plus REST";4;"2025-06-07 15:46:51"
8129;OTOZAKOJR;44325;50890.000000;"Webpay Plus REST";4;"2025-06-07 15:18:24"
8128;KLEHRERCE;43852;58059.000000;"Webpay Plus REST";4;"2025-06-07 15:02:34"
8127;QSVLJECYO;44321;119750.000000;"Webpay Plus REST";4;"2025-06-07 14:45:51"
8126;IANXOFDAL;38516;51980.000000;"Webpay Plus REST";4;"2025-06-07 14:44:46"
8125;QZVTUEPCA;44324;102690.000000;"Webpay Plus REST";4;"2025-06-07 14:22:49"
8124;CYXILJZGU;44312;99029.000000;"Pagos por transferencia bancaria";4;"2025-06-07 12:46:50"
8123;EYDKAAUDG;33534;120380.000000;"Webpay Plus REST";4;"2025-06-07 11:33:00"
8122;YJTOFRYKC;25643;134860.000000;"Pagos por transferencia bancaria";4;"2025-06-07 10:37:51"
8121;IKFVNCAHG;44051;113140.000000;"Pagos por transferencia bancaria";4;"2025-06-07 07:57:24"
